"","X1","pros_page1","pros_page_rating_value"
"3484",145,"Some of the best reasons to work at Bloomberg? It's warm in the winter and cool in the summer.  You are always aware of breaking  news. The building is pretty...","4.0"
"3485",145,"Good Food and Snack.
Good Brand Name on the resume CV.","2.0"
"3486",145,"Good perks, receive many tools to succeed and develop personal skills.","3.0"
"3487",145,"Free Food is available for all employees. Firm provides sufficient training and resources for new employees.","5.0"
"3488",145,"Exceptional benefits, including gold-plated health insurance coverage, up to $7,500 401k match, generous education reimbursement policy and 17 weeks paid maternity/4 weeks paid paternity leave.","3.0"
"3489",145,"Bloomberg is a fast paced, very exciting and competitive place to work with opportunities in many different fields and in many metropolitan locations worldwide.","5.0"
"3490",145,"good compensation, good benefits, free snacks","4.0"
"3491",148,"Flat structure , easy to learn a lot of knowledge","4.0"
"3492",148,"Young, optimistic community with a can do attitude in the Analytics department.","5.0"
"3493",148,"great working environment and benefits, multiple challenges","2.0"
"3494",148,"Positive outlook 
New hires feel welcome 
Open to new ideas","4.0"
"3495",148,"Very open culture and work day. You can mostly decide what to prioritize and what to focus on at the job. 

Free food.","2.0"
"3496",148,"-Good experience for new graduates who'd like to get into finance / banking 
-Pretty offices wish fish tanks 
-Lots of sugary snacks","3.0"
"3497",148,"client exposure is excellent; you'll build a great network","5.0"
"3498",148,"Good training. Learn a lot.  Impressive on resume","3.0"
"3499",148,"Wonderful people to work with, flexible schedule, understanding about family issues, unlimited sick days, great medical and dental coverage for the whole family","5.0"
"3500",148,"good work life balance, not much stress if you preform","4.0"
"3501",149,"Great pay, great fish tanks, not publicly held, most everyone is smart, Mike knows what he is doing, is that 20 words yet?","4.0"
"3502",149,"Modelo de gestão baseado na meritocracía; excelente ambiente de trabalho; colaboradores com alto nível acadêmico e intelectual; processo constante de treinamento e oportunidades de desenvolvimento profissional e pessoal.","5.0"
"3503",149,"Great community outreach, better technology processes in the pipeline. Much improved over the years.","2.0"
"3504",149,"Excellent benefits, free lunch, lots of problems to solve and an overall push for technical growth for everyone. Management encourages you to try new things and encourages growth. Managers allow you your independence and there is not a lot of hand holding.","4.0"
"3505",149,"Excellent opportunities to learn about the markets and to get in-depth knowledge about how an asset class work.  A lot of young people makes for a social and fun workplace. Benefits are great. No expectation to work extended hours is really appreciated.","2.0"
"3506",149,"learning curve is high for the first six month","3.0"
"3507",149,"Benefits are great, they start day 1 and you don't pay for benefits. They have a pantry so all the snacks and drinks you can get.","5.0"
"3508",149,"A very dynamic and multicultural company. The company culture prompts being sociable– the pantry (all day, everyday), meritocratic system, great office space, can engage in helping society, e.g volouteer etc.","3.0"
"3509",149,"The culture is fun and exciting","5.0"
"3510",149,"Good pay for the later years","4.0"
"3511",150,"Great community, employer cares about employees.","4.0"
"3512",150,"Low hierachy
Benefits
Open cultures
Pantry like a minimart","5.0"
"3513",150,"Good salary and not very busy","2.0"
"3514",150,"Fun and interesting job for college students","4.0"
"3515",150,"There is high exposure to the financial markets with their different roles. As a company it is extremely multicultural and has mostly young staff which creates a good atmosphere.","2.0"
"3516",150,"Free food! That's it. Let you listen to music while working.","3.0"
"3517",150,"Beautiful work environment, strong IT support, fast-paced culture, incredible employee benefits.","5.0"
"3518",150,"The people that you actually connect with, will be friends for life.  There are definitely opportunities for you to grow personally, but they are not always obvious.","3.0"
"3519",150,"Somewhere to work as a backup plan between jobs.
Free toilet paper.
Free snacks.
Free training how to be a better Bloomberg employee.","5.0"
"3520",150,"The salary may seem a little low, but you save money with the free breakfast, lunch, and if you stay late enough, dinner. All positions are unique. You are given a job title, but you can organize it how you want to. You could do more work on the coding side, on projects, or both.","4.0"
"3521",151,"Free snacks. Casual dress. That's it.","4.0"
"3522",151,"great place to develop your career and take on more responsibilities
flat structure and collaborative and entrepreneurial environment
you are surrounded by smart and driven people","5.0"
